id_mutation,date_mutation,annee,valeur_fonciere,surface_reelle_bati,type_local,code_commune,nom_commune,longitude,latitude,prix_m2
2021-604603,2021-06-08,2021,365000.0,118.0,Maison,35275,Saint-Gilles,-1.82144,48.154282,3093.2203389830506
2021-604605,2021-06-02,2021,192870.55,71.0,Maison,35250,Saint-Armel,-1.593212,48.014682,2716.4866197183096
2021-604606,2021-06-11,2021,89925.0,64.0,Maison,35148,Lanrigan,-1.703606,48.397558,1405.078125
2021-604607,2021-06-03,2021,270000.0,110.0,Maison,35076,Chavagne,-1.781855,48.054144,2454.5454545454545
2021-604608,2021-06-01,2021,163672.0,78.0,Maison,35250,Saint-Armel,-1.589765,48.011893,2098.358974358974
2021-604610,2021-06-15,2021,228000.0,93.0,Maison,35245,Romillé,-1.891438,48.221825,2451.6129032258063
2021-604611,2021-05-21,2021,270000.0,108.0,Maison,35223,Plélan-le-Grand,-2.095405,48.00567,2500.0
2021-604613,2021-06-02,2021,117500.0,46.0,Appartement,35196,Mordelles,-1.857031,48.074119,2554.3478260869565
2021-604615,2021-06-11,2021,290366.0,151.0,Maison,35128,Guipel,-1.728625,48.299155,1922.953642384106
2021-604616,2021-06-15,2021,130000.0,42.0,Maison,35128,Guipel,-1.703602,48.268765,3095.2380952380954
2021-604618,2021-05-21,2021,213500.0,103.0,Maison,35133,Iffendic,-2.042046,48.12947,2072.8155339805826
2021-604621,2021-06-14,2021,158000.0,118.0,Maison,35028,Boistrudan,-1.396642,47.968693,1338.9830508474577
2021-604622,2021-06-01,2021,204210.0,75.0,Appartement,35240,Le Rheu,-1.797547,48.096932,2722.8
2021-604623,2021-06-01,2021,239000.0,125.0,Maison,35296,Saint-Médard-sur-Ille,-1.731331,48.259716,1912.0
2021-604629,2021-05-21,2021,170000.0,146.0,Maison,35135,Irodouër,-1.951814,48.259341,1164.3835616438357
2021-604630,2021-06-03,2021,220000.0,107.0,Maison,35135,Irodouër,-1.95096,48.246765,2056.07476635514
2021-604634,2021-06-03,2021,181500.0,63.0,Appartement,35069,Châteaugiron,-1.493821,48.042683,2880.9523809523807
2021-604637,2021-06-09,2021,168500.0,97.0,Maison,35297,Saint-Méen-le-Grand,-2.185198,48.195237,1737.1134020618556
2021-604639,2021-05-21,2021,260000.0,148.0,Maison,35184,Montauban-de-Bretagne,-2.038118,48.201681,1756.7567567567567
2021-604640,2021-05-26,2021,270000.0,99.0,Maison,35240,Le Rheu,-1.794934,48.104325,2727.2727272727275
2021-604641,2021-06-10,2021,184000.0,86.0,Appartement,35196,Mordelles,-1.855922,48.075263,2139.5348837209303
2021-604645,2021-06-03,2021,484619.0,155.0,Maison,35037,Bréal-sous-Montfort,-1.873815,48.045706,3126.574193548387
2021-604646,2021-05-18,2021,254000.0,126.0,Maison,35207,Noyal-sur-Vilaine,-1.524323,48.121375,2015.873015873016
2021-604648,2021-05-29,2021,150000.0,288.0,Maison,35037,Bréal-sous-Montfort,-1.876832,48.061659,520.8333333333334
2021-604655,2021-05-28,2021,172920.0,72.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.602671,48.250953,2401.6666666666665
2021-604658,2021-06-11,2021,350310.0,243.0,Maison,35356,Vignoc,-1.763219,48.276595,1441.6049382716049
2021-604659,2021-06-10,2021,88000.0,52.0,Maison,35128,Guipel,-1.723778,48.29825,1692.3076923076924
2021-604662,2021-06-15,2021,168000.0,85.0,Maison,35040,Breteil,-1.891377,48.146333,1976.4705882352941
2021-604663,2021-05-25,2021,50000.0,40.0,Maison,35220,Piré-Chancé,-1.418655,47.985996,1250.0
2021-604665,2021-06-08,2021,10500.0,40.0,Maison,35154,Livré-sur-Changeon,-1.344333,48.219564,262.5
2021-604670,2021-05-21,2021,314049.0,180.0,Maison,35211,Paimpont,-2.184024,48.055958,1744.7166666666667
2021-604672,2021-05-31,2021,325000.0,195.0,Appartement,35184,Montauban-de-Bretagne,-2.049415,48.196472,1666.6666666666667
2021-604673,2021-05-27,2021,138000.0,77.0,Maison,35041,Brie,-1.562643,47.954022,1792.2077922077922
2021-604675,2021-06-07,2021,90000.0,127.0,Maison,35037,Bréal-sous-Montfort,-1.871976,48.03393,708.6614173228346
2021-604676,2021-06-07,2021,200000.0,75.0,Maison,35088,Corps-Nuds,-1.585621,47.978186,2666.6666666666665
2021-604678,2021-06-10,2021,79000.0,40.0,Appartement,35275,Saint-Gilles,-1.829653,48.156474,1975.0
2021-604679,2021-06-04,2021,110000.0,66.0,Appartement,35297,Saint-Méen-le-Grand,-2.194095,48.194333,1666.6666666666667
2021-604680,2021-06-08,2021,42000.0,26.0,Appartement,35184,Montauban-de-Bretagne,-2.047193,48.199528,1615.3846153846155
2021-604682,2021-05-26,2021,412500.0,164.0,Maison,35327,Servon-sur-Vilaine,-1.464085,48.114182,2515.243902439024
2021-604683,2021-06-08,2021,136697.92,68.0,Appartement,35039,Brécé,-1.486441,48.107079,2010.263529411765
2021-604684,2021-06-16,2021,105000.0,48.0,Appartement,35136,Janzé,-1.504814,47.959991,2187.5
2021-604685,2021-06-11,2021,335000.0,340.0,Maison,35211,Paimpont,,,985.2941176470588
2021-604686,2021-06-09,2021,85000.0,68.0,Maison,35037,Bréal-sous-Montfort,,,1250.0
2021-604688,2021-06-14,2021,230000.0,113.0,Maison,35211,Paimpont,-2.214768,47.996784,2035.3982300884957
2021-604689,2021-05-27,2021,118700.0,104.0,Maison,35290,Saint-Malon-sur-Mel,-2.094259,48.094329,1141.3461538461538
2021-604693,2021-05-29,2021,179500.0,128.0,Maison,35223,Plélan-le-Grand,-2.101315,47.9584,1402.34375
2021-604694,2021-06-18,2021,280000.0,147.0,Maison,35276,Saint-Gondran,-1.833304,48.267932,1904.7619047619048
2021-604697,2021-05-25,2021,468500.0,161.0,Maison,35173,Melesse,-1.694212,48.224673,2909.9378881987577
2021-604698,2021-05-19,2021,150000.0,33.0,Maison,35002,Amanlis,-1.490058,48.015109,4545.454545454545
2021-604699,2021-06-08,2021,250300.0,165.0,Maison,35023,Bédée,-1.955725,48.211868,1516.969696969697
2021-604702,2021-06-08,2021,144154.17,68.0,Appartement,35039,Brécé,-1.486441,48.107079,2119.9142647058825
2021-604703,2021-05-25,2021,45000.0,38.0,Maison,35173,Melesse,-1.683609,48.226618,1184.2105263157894
2021-604704,2021-06-04,2021,256600.0,100.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.622374,48.261673,2566.0
2021-604705,2021-06-07,2021,219800.0,100.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.618423,48.260644,2198.0
2021-604706,2021-06-18,2021,330000.0,107.0,Maison,35207,Noyal-sur-Vilaine,-1.513853,48.10899,3084.11214953271
2021-604707,2021-06-18,2021,289000.0,94.0,Maison,35003,Andouillé-Neuville,-1.588328,48.305528,3074.468085106383
2021-604708,2021-05-28,2021,122500.0,42.0,Appartement,35240,Le Rheu,-1.798643,48.09751,2916.6666666666665
2021-604709,2021-05-25,2021,241000.0,106.0,Maison,35040,Breteil,-1.898892,48.141875,2273.5849056603774
2021-604710,2021-05-27,2021,229800.0,123.0,Maison,35220,Piré-Chancé,-1.419786,48.002338,1868.2926829268292
2021-604711,2021-06-04,2021,153000.0,84.0,Maison,35107,Ercé-près-Liffré,-1.516553,48.256296,1821.4285714285713
2021-604712,2021-05-31,2021,180800.0,66.0,Appartement,35076,Chavagne,-1.784608,48.04731,2739.3939393939395
2021-604713,2021-06-04,2021,259000.0,99.0,Maison,35031,La Bouëxière,,,2616.161616161616
2021-604714,2021-06-15,2021,219000.0,78.0,Maison,35037,Bréal-sous-Montfort,-1.853831,48.051359,2807.6923076923076
2021-604715,2021-05-27,2021,131500.0,49.0,Appartement,35240,Le Rheu,-1.785642,48.101374,2683.673469387755
2021-604717,2021-06-15,2021,245000.0,90.0,Maison,35088,Corps-Nuds,-1.580436,47.985844,2722.222222222222
2021-604719,2021-06-11,2021,395000.0,121.0,Maison,35152,Liffré,-1.504645,48.216368,3264.4628099173556
2021-604720,2021-05-31,2021,150000.0,87.0,Maison,35169,Maxent,-1.97802,47.980114,1724.1379310344828
2021-604723,2021-06-08,2021,291200.0,127.0,Maison,35076,Chavagne,-1.785354,48.058204,2292.9133858267714
2021-604726,2021-06-03,2021,215000.0,100.0,Maison,35037,Bréal-sous-Montfort,-1.8678,48.052941,2150.0
2021-604729,2021-05-27,2021,295000.0,101.0,Maison,35099,Domloup,-1.521698,48.066997,2920.792079207921
2021-604730,2021-06-15,2021,139000.0,44.0,Appartement,35069,Châteaugiron,-1.494271,48.04343,3159.090909090909
2021-604731,2021-06-04,2021,200000.0,104.0,Maison,35031,La Bouëxière,-1.394794,48.181065,1923.076923076923
2021-604732,2021-05-20,2021,110000.0,64.0,Maison,35297,Saint-Méen-le-Grand,-2.207166,48.188222,1718.75
2021-604733,2021-05-28,2021,391310.0,165.0,Maison,35131,L'Hermitage,-1.806008,48.12922,2371.5757575757575
2021-604736,2021-06-03,2021,18000.0,38.0,Maison,35117,Gaël,-2.219674,48.130531,473.6842105263158
2021-604739,2021-06-08,2021,135000.0,146.0,Maison,35152,Liffré,-1.510626,48.213046,924.6575342465753
2021-604743,2021-06-04,2021,175000.0,77.0,Maison,35211,Paimpont,-2.170009,48.018162,2272.7272727272725
2021-604745,2021-06-11,2021,232320.0,208.0,Maison,35297,Saint-Méen-le-Grand,-2.190207,48.188245,1116.923076923077
2021-604747,2021-06-18,2021,145000.0,73.0,Maison,35128,Guipel,-1.718342,48.301634,1986.3013698630136
2021-604748,2021-06-23,2021,297860.0,130.0,Maison,35184,Montauban-de-Bretagne,-2.060767,48.224649,2291.230769230769
2021-604749,2021-06-18,2021,164000.0,103.0,Maison,35133,Iffendic,-1.991102,48.0815,1592.2330097087379
2021-604750,2021-06-17,2021,365000.0,114.0,Maison,35173,Melesse,-1.703185,48.22361,3201.754385964912
2021-604752,2021-06-11,2021,381482.0,143.0,Maison,35227,Pleumeleuc,-1.915792,48.1833,2667.7062937062938
2021-604758,2021-06-16,2021,300000.0,110.0,Maison,35188,Montfort-sur-Meu,-1.966752,48.133762,2727.2727272727275
2021-604759,2021-05-27,2021,505453.0,138.0,Maison,35173,Melesse,-1.698013,48.212517,3662.7028985507245
2021-604760,2021-06-17,2021,226000.0,141.0,Maison,35211,Paimpont,-2.099391,48.043524,1602.836879432624
2021-604762,2021-06-04,2021,495000.0,168.0,Maison,35177,La Mézière,-1.755358,48.211567,2946.4285714285716
2021-604766,2021-05-28,2021,75000.0,44.0,Appartement,35319,Saint-Thurial,-1.934992,48.029525,1704.5454545454545
2021-604767,2021-06-21,2021,123000.0,42.0,Appartement,35177,La Mézière,-1.75508,48.213165,2928.5714285714284
2021-604768,2021-06-18,2021,186000.0,110.0,Maison,35133,Iffendic,-2.036921,48.128413,1690.909090909091
2021-604770,2021-06-04,2021,264450.0,113.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.620064,48.261085,2340.265486725664
2021-604771,2021-06-18,2021,521050.0,144.0,Maison,35128,Guipel,-1.716145,48.266839,3618.402777777778
2021-604772,2021-06-21,2021,86000.0,98.0,Maison,35340,Treffendel,-2.006014,48.039537,877.5510204081633
2021-604773,2021-06-14,2021,304044.0,123.0,Maison,35069,Châteaugiron,-1.507189,48.040605,2471.9024390243903
2021-604774,2021-06-25,2021,170000.0,86.0,Maison,35326,Sens-de-Bretagne,-1.54128,48.329751,1976.7441860465117
2021-604776,2021-06-16,2021,120000.0,93.0,Maison,35094,Dingé,-1.691655,48.338567,1290.3225806451612
2021-604777,2021-06-16,2021,178850.0,89.0,Maison,35220,Piré-Chancé,-1.428409,48.012311,2009.5505617977528
2021-604779,2021-05-28,2021,242190.0,92.0,Maison,35356,Vignoc,-1.775634,48.252088,2632.5
2021-604780,2021-06-18,2021,100000.0,46.0,Appartement,35136,Janzé,-1.499531,47.952764,2173.913043478261
2021-604781,2021-06-25,2021,316500.0,122.0,Maison,35131,L'Hermitage,-1.822575,48.129041,2594.2622950819673
2021-604782,2021-05-29,2021,126500.0,66.0,Maison,35234,Quédillac,-2.143042,48.250721,1916.6666666666667
2021-604784,2021-05-27,2021,450000.0,156.0,Maison,35240,Le Rheu,-1.799007,48.10582,2884.6153846153848
2021-604785,2021-06-21,2021,137200.0,69.0,Appartement,35040,Breteil,-1.890874,48.146379,1988.4057971014493
2021-604786,2021-05-12,2021,600000.0,127.0,Maison,35240,Le Rheu,-1.765648,48.096176,4724.4094488188975
2021-604787,2021-06-18,2021,85000.0,45.0,Maison,35188,Montfort-sur-Meu,-1.949927,48.129451,1888.888888888889
2021-604788,2021-06-18,2021,170000.0,193.0,Maison,35297,Saint-Méen-le-Grand,-2.193288,48.189573,880.8290155440415
2021-604794,2021-05-31,2021,162400.0,67.0,Appartement,35177,La Mézière,-1.750605,48.218531,2423.8805970149256
2021-604796,2021-06-24,2021,120000.0,64.0,Maison,35133,Iffendic,-2.013463,48.132407,1875.0
2021-604797,2021-06-10,2021,197000.0,75.0,Maison,35023,Bédée,-1.969737,48.200225,2626.6666666666665
2021-604798,2021-06-11,2021,78000.0,41.0,Appartement,35130,Hédé-Bazouges,-1.800931,48.292594,1902.439024390244
2021-604799,2021-06-28,2021,50000.0,48.0,Appartement,35130,Hédé-Bazouges,-1.802248,48.296508,1041.6666666666667
2021-604800,2021-06-23,2021,90000.0,73.0,Maison,35133,Iffendic,-2.002631,48.075482,1232.876712328767
2021-604802,2021-05-31,2021,202500.0,88.0,Maison,35220,Piré-Chancé,,,2301.1363636363635
2021-604804,2021-05-31,2021,160000.0,86.0,Maison,35023,Bédée,-1.923879,48.228108,1860.4651162790697
2021-604808,2021-05-28,2021,185000.0,73.0,Maison,35069,Châteaugiron,-1.466179,48.044966,2534.246575342466
2021-604810,2021-05-31,2021,285000.0,67.0,Maison,35233,Québriac,-1.815633,48.377421,4253.731343283582
2021-604812,2021-05-26,2021,180000.0,69.0,Appartement,35240,Le Rheu,-1.793922,48.095895,2608.695652173913
2021-604818,2021-06-11,2021,144500.0,50.0,Appartement,35131,L'Hermitage,-1.803809,48.12282,2890.0
2021-604819,2021-06-21,2021,30000.0,212.0,Maison,35201,Muel,-2.165742,48.143195,141.50943396226415
2021-604820,2021-06-15,2021,113000.0,72.0,Maison,35245,Romillé,-1.901671,48.234422,1569.4444444444443
2021-604821,2021-06-10,2021,109000.0,45.0,Appartement,35188,Montfort-sur-Meu,-1.955601,48.134848,2422.222222222222
2021-604823,2021-06-10,2021,413910.0,155.0,Maison,35173,Melesse,-1.692293,48.218318,2670.3870967741937
2021-604824,2021-06-17,2021,160000.0,52.0,Maison,35133,Iffendic,-2.007977,48.137052,3076.923076923077
2021-604825,2021-06-24,2021,140000.0,57.0,Appartement,35234,Quédillac,,,2456.1403508771928
2021-604826,2021-06-25,2021,160000.0,58.0,Appartement,35099,Domloup,-1.524008,48.057264,2758.6206896551726
2021-604827,2021-06-25,2021,142000.0,60.0,Maison,35188,Montfort-sur-Meu,-1.9572,48.141898,2366.6666666666665
2021-604829,2021-06-25,2021,220000.0,127.0,Maison,35188,Montfort-sur-Meu,-1.958717,48.139037,1732.283464566929
2021-604832,2021-06-16,2021,153000.0,93.0,Appartement,35136,Janzé,-1.489842,47.959459,1645.1612903225807
2021-604835,2021-06-25,2021,185000.0,113.0,Maison,35201,Muel,-2.149966,48.129266,1637.1681415929204
2021-604836,2021-06-03,2021,233000.0,151.0,Maison,35148,Lanrigan,-1.696799,48.390251,1543.046357615894
2021-604838,2021-06-28,2021,169900.0,86.0,Maison,35233,Québriac,-1.82439,48.343842,1975.5813953488373
2021-604839,2021-06-29,2021,315000.0,104.0,Maison,35135,Irodouër,-1.955631,48.263651,3028.846153846154
2021-604841,2021-06-18,2021,177000.0,137.0,Appartement,35107,Ercé-près-Liffré,-1.50128,48.268782,1291.970802919708
2021-604842,2021-06-09,2021,123000.0,95.0,Maison,35135,Irodouër,-1.947928,48.24758,1294.7368421052631
2021-604844,2021-06-14,2021,507000.0,176.0,Maison,35196,Mordelles,-1.852477,48.078828,2880.681818181818
2021-604850,2021-06-23,2021,214700.0,66.0,Maison,35002,Amanlis,-1.476748,48.006186,3253.030303030303
2021-604851,2021-06-25,2021,285000.0,92.0,Maison,35240,Le Rheu,-1.792139,48.104613,3097.8260869565215
2021-604852,2021-06-10,2021,273000.0,87.0,Maison,35184,Montauban-de-Bretagne,-2.105185,48.222415,3137.9310344827586
2021-604854,2021-06-17,2021,269790.0,143.0,Maison,35297,Saint-Méen-le-Grand,-2.18548,48.188203,1886.6433566433566
2021-604856,2021-06-23,2021,22000.0,74.0,Maison,35117,Gaël,-2.220271,48.131028,297.2972972972973
2021-604857,2021-06-25,2021,345000.0,139.0,Maison,35136,Janzé,-1.508102,47.961402,2482.0143884892086
2021-604860,2021-06-22,2021,127900.0,59.0,Appartement,35136,Janzé,-1.499531,47.952764,2167.7966101694915
2021-604862,2021-05-14,2021,374300.0,127.0,Maison,35069,Châteaugiron,-1.491314,48.042115,2947.244094488189
2021-604864,2021-06-18,2021,60000.0,152.0,Appartement,35297,Saint-Méen-le-Grand,-2.192519,48.189309,394.7368421052632
2021-604866,2021-06-10,2021,170000.0,77.0,Appartement,35250,Saint-Armel,-1.592748,48.013381,2207.7922077922076
2021-604867,2021-06-09,2021,125000.0,137.0,Maison,35076,Chavagne,-1.788325,48.058673,912.4087591240876
2021-604868,2021-06-24,2021,250000.0,140.0,Maison,35028,Boistrudan,-1.388028,47.960655,1785.7142857142858
2021-604872,2021-04-30,2021,180000.0,72.0,Appartement,35069,Châteaugiron,-1.511341,48.044832,2500.0
2021-604873,2021-06-24,2021,55000.0,98.0,Maison,35305,Saint-Péran,-2.057785,48.054344,561.2244897959183
2021-604875,2021-06-16,2021,340000.0,204.0,Maison,35031,La Bouëxière,,,1666.6666666666667
2021-604877,2021-06-24,2021,165400.0,105.0,Maison,35136,Janzé,-1.525356,47.942954,1575.2380952380952
2021-604878,2021-06-23,2021,295000.0,186.0,Appartement,35136,Janzé,-1.496646,47.959505,1586.021505376344
2021-604882,2021-06-03,2021,342760.0,160.0,Maison,35296,Saint-Médard-sur-Ille,-1.679148,48.276129,2142.25
2021-604884,2021-06-25,2021,161500.0,132.0,Maison,35184,Montauban-de-Bretagne,-2.046705,48.20119,1223.4848484848485
2021-604886,2021-06-08,2021,185000.0,106.0,Maison,35351,Le Verger,-1.92968,48.072014,1745.2830188679245
2021-604887,2021-06-18,2021,195000.0,135.0,Maison,35184,Montauban-de-Bretagne,-2.006415,48.19981,1444.4444444444443
2021-604888,2021-06-24,2021,255000.0,100.0,Maison,35184,Montauban-de-Bretagne,-2.061694,48.223243,2550.0
2021-604896,2021-06-18,2021,454000.0,208.0,Maison,35027,Boisgervilly,-2.050045,48.179657,2182.6923076923076
2021-604897,2021-07-01,2021,69000.0,20.0,Appartement,35207,Noyal-sur-Vilaine,-1.516203,48.108412,3450.0
2021-604898,2021-06-21,2021,400000.0,199.0,Appartement,35069,Châteaugiron,-1.502202,48.04778,2010.0502512562814
2021-604899,2021-06-21,2021,130000.0,63.0,Maison,35211,Paimpont,-2.171169,47.996504,2063.4920634920636
2021-604900,2021-06-24,2021,260000.0,100.0,Maison,35130,Hédé-Bazouges,-1.771939,48.303531,2600.0
2021-604901,2021-06-28,2021,83000.0,99.0,Maison,35133,Iffendic,-2.042351,48.084929,838.3838383838383
2021-604902,2021-06-28,2021,128000.0,53.0,Appartement,35240,Le Rheu,-1.795995,48.100914,2415.0943396226417
2021-604906,2021-06-29,2021,485000.0,191.0,Maison,35203,La Nouaye,-1.973261,48.162245,2539.2670157068064
2021-604908,2021-06-14,2021,215000.0,177.0,Appartement,35069,Châteaugiron,-1.501091,48.046604,1214.6892655367233
2021-604911,2021-06-23,2021,120000.0,137.0,Maison,35143,Landujan,-1.987484,48.263116,875.9124087591241
2021-604914,2021-06-30,2021,343700.0,182.0,Maison,35133,Iffendic,-1.982233,48.15768,1888.4615384615386
2021-604917,2021-06-15,2021,50000.0,52.0,Maison,35275,Saint-Gilles,-1.86252,48.141621,961.5384615384615
2021-604918,2021-06-29,2021,235000.0,112.0,Maison,35065,La Chapelle-Thouarault,-1.866588,48.121806,2098.214285714286
2021-604919,2021-06-11,2021,130000.0,87.0,Appartement,35031,La Bouëxière,,,1494.2528735632184
2021-604920,2021-06-22,2021,155000.0,48.0,Appartement,35196,Mordelles,-1.848564,48.071262,3229.1666666666665
2021-604921,2021-06-30,2021,295000.0,153.0,Maison,35136,Janzé,-1.497243,47.952504,1928.1045751633987
2021-604923,2021-06-09,2021,158900.0,87.0,Appartement,35031,La Bouëxière,,,1826.4367816091954
2021-604924,2021-06-22,2021,62173.3,128.0,Maison,35135,Irodouër,-1.952709,48.255651,485.72890625
2021-604925,2021-06-29,2021,178000.0,80.0,Appartement,35196,Mordelles,-1.847961,48.070153,2225.0
2021-604926,2021-06-15,2021,139000.0,45.0,Appartement,35250,Saint-Armel,-1.595297,48.015102,3088.8888888888887
2021-604927,2021-06-11,2021,222360.0,89.0,Maison,35327,Servon-sur-Vilaine,-1.4628,48.123587,2498.4269662921347
2021-604930,2021-06-15,2021,230000.0,79.0,Appartement,35240,Le Rheu,-1.802618,48.096377,2911.3924050632913
2021-604931,2021-06-08,2021,165000.0,107.0,Maison,35223,Plélan-le-Grand,-2.046331,48.033574,1542.056074766355
2021-604932,2021-06-29,2021,210000.0,193.0,Maison,35110,Feins,-1.661758,48.332478,1088.082901554404
2021-604933,2021-06-16,2021,193000.0,107.0,Appartement,35297,Saint-Méen-le-Grand,-2.192242,48.189947,1803.7383177570093
2021-604934,2021-06-04,2021,300000.0,102.0,Maison,35079,Chevaigné,-1.62551,48.208915,2941.176470588235
2021-604935,2021-06-28,2021,250000.0,82.0,Maison,35173,Melesse,-1.715117,48.185261,3048.7804878048782
2021-604936,2021-06-28,2021,142000.0,80.0,Maison,35130,Hédé-Bazouges,-1.789946,48.301551,1775.0
2021-604937,2021-05-27,2021,80000.0,73.0,Maison,35297,Saint-Méen-le-Grand,-2.193738,48.189999,1095.890410958904
2021-604940,2021-06-08,2021,205000.0,101.0,Maison,35196,Mordelles,-1.870998,48.099476,2029.7029702970297
2021-604942,2021-06-10,2021,165000.0,128.0,Maison,35297,Saint-Méen-le-Grand,-2.185357,48.183514,1289.0625
2021-604944,2021-06-03,2021,210000.0,75.0,Maison,35223,Plélan-le-Grand,,,2800.0
2021-604947,2021-06-16,2021,301000.0,127.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.621255,48.263903,2370.0787401574803
2021-604948,2021-06-21,2021,365000.0,125.0,Maison,35245,Romillé,-1.892102,48.214871,2920.0
2021-604949,2021-06-16,2021,347708.0,117.0,Maison,35173,Melesse,-1.68831,48.216386,2971.863247863248
2021-604950,2021-06-14,2021,130000.0,63.0,Appartement,35196,Mordelles,-1.856102,48.074861,2063.4920634920636
2021-604951,2021-05-28,2021,220000.0,98.0,Maison,35180,Miniac-sous-Bécherel,-1.919383,48.277893,2244.8979591836733
2021-604952,2021-06-15,2021,408000.0,136.0,Maison,35196,Mordelles,-1.847795,48.074048,3000.0
2021-604953,2021-06-22,2021,93111.0,45.0,Appartement,35094,Dingé,-1.714703,48.357117,2069.133333333333
2021-604957,2021-06-04,2021,350000.0,117.0,Maison,35069,Châteaugiron,-1.498662,48.04896,2991.4529914529912
2021-604958,2021-06-07,2021,215000.0,109.0,Maison,35195,Montreuil-sur-Ille,-1.694539,48.302126,1972.4770642201836
2021-604959,2021-06-04,2021,610000.0,190.0,Maison,35099,Domloup,-1.543533,48.069442,3210.5263157894738
2021-604960,2021-06-25,2021,213000.0,85.0,Maison,35136,Janzé,-1.50414,47.965995,2505.8823529411766
2021-604961,2021-06-04,2021,290000.0,127.0,Maison,35069,Châteaugiron,-1.498857,48.032444,2283.464566929134
2021-604962,2021-06-15,2021,265000.0,104.0,Maison,35079,Chevaigné,-1.625458,48.211682,2548.076923076923
2021-604965,2021-06-25,2021,281550.0,120.0,Maison,35188,Montfort-sur-Meu,-1.965783,48.133314,2346.25
2021-604967,2021-06-18,2021,200000.0,120.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.606288,48.262215,1666.6666666666667
2021-604968,2021-06-17,2021,144000.0,130.0,Appartement,35131,L'Hermitage,-1.807898,48.12386,1107.6923076923076
2021-604971,2021-06-23,2021,202500.0,124.0,Maison,35027,Boisgervilly,-2.069272,48.170081,1633.0645161290322
2021-604975,2021-06-17,2021,210000.0,88.0,Maison,35023,Bédée,-1.948499,48.180547,2386.3636363636365
2021-604976,2021-06-18,2021,328000.0,156.0,Maison,35135,Irodouër,-1.986847,48.235589,2102.5641025641025
2021-604978,2021-06-16,2021,310000.0,110.0,Maison,35133,Iffendic,-2.05481,48.140868,2818.181818181818
2021-604979,2021-06-21,2021,160000.0,57.0,Appartement,35196,Mordelles,-1.853875,48.075725,2807.0175438596493
2021-604982,2021-06-22,2021,200000.0,60.0,Maison,35069,Châteaugiron,-1.500817,48.046354,3333.3333333333335
2021-604983,2021-06-21,2021,230000.0,100.0,Maison,35233,Québriac,-1.821791,48.376807,2300.0
2021-604984,2021-06-21,2021,167295.02,81.0,Appartement,35275,Saint-Gilles,-1.829086,48.154961,2065.3706172839507
2021-604985,2021-06-15,2021,360000.0,180.0,Maison,35188,Montfort-sur-Meu,-1.955382,48.129551,2000.0
2021-604987,2021-06-21,2021,350000.0,114.0,Appartement,35196,Mordelles,-1.846539,48.072379,3070.1754385964914
2021-604988,2021-06-29,2021,182900.0,120.0,Maison,35135,Irodouër,-1.945602,48.245243,1524.1666666666667
2021-604989,2021-06-18,2021,237000.0,80.0,Maison,35196,Mordelles,-1.843707,48.074414,2962.5
2021-604990,2021-06-08,2021,145000.0,116.0,Maison,35290,Saint-Malon-sur-Mel,-2.098704,48.091729,1250.0
2021-604992,2021-07-02,2021,177600.0,67.0,Appartement,35069,Châteaugiron,-1.511341,48.044832,2650.7462686567164
2021-604994,2021-07-01,2021,331000.0,168.0,Maison,35031,La Bouëxière,,,1970.2380952380952
2021-604995,2021-06-17,2021,220000.0,86.0,Maison,35195,Montreuil-sur-Ille,-1.675829,48.31708,2558.139534883721
2021-604996,2021-06-21,2021,147900.0,64.0,Appartement,35023,Bédée,-1.943423,48.178376,2310.9375
2021-604997,2021-06-14,2021,232000.0,89.0,Maison,35023,Bédée,-1.935149,48.176844,2606.741573033708
2021-604998,2021-06-14,2021,246300.0,98.0,Maison,35227,Pleumeleuc,-1.911239,48.182579,2513.265306122449
2021-604999,2021-06-01,2021,190000.0,109.0,Maison,35297,Saint-Méen-le-Grand,-2.190536,48.185484,1743.119266055046
2021-605000,2021-06-14,2021,250000.0,294.0,Maison,35355,Vieux-Vy-sur-Couesnon,-1.49748,48.317841,850.3401360544218
2021-605002,2021-06-25,2021,360000.0,157.0,Maison,35196,Mordelles,-1.833325,48.083646,2292.9936305732485
2021-605003,2021-06-28,2021,306000.0,115.0,Maison,35275,Saint-Gilles,-1.840431,48.154056,2660.8695652173915
2021-605004,2021-06-30,2021,125000.0,95.0,Maison,35211,Paimpont,-2.117527,48.004764,1315.7894736842106
2021-605005,2021-06-23,2021,270000.0,128.0,Maison,35188,Montfort-sur-Meu,-1.958367,48.128191,2109.375
2021-605008,2021-06-28,2021,241000.0,111.0,Maison,35356,Vignoc,-1.781983,48.245011,2171.171171171171
2021-605009,2021-07-01,2021,676500.0,130.0,Maison,35023,Bédée,-1.959211,48.167547,5203.846153846154
2021-605010,2021-06-30,2021,185900.0,72.0,Maison,35002,Amanlis,-1.477934,48.005465,2581.9444444444443
2021-605011,2021-06-15,2021,185000.0,68.0,Appartement,35240,Le Rheu,-1.793922,48.095895,2720.5882352941176
2021-605012,2021-06-23,2021,287000.0,105.0,Maison,35207,Noyal-sur-Vilaine,-1.520249,48.116,2733.3333333333335
