id_mutation,date_mutation,annee,valeur_fonciere,surface_reelle_bati,type_local,code_commune,nom_commune,longitude,latitude,prix_m2
2022-595088,2022-07-27,2022,245000.0,86.0,Appartement,35281,Saint-Jacques-de-la-Lande,-1.710902,48.085336,2848.8372093023254
2022-595089,2022-07-28,2022,275000.0,80.0,Appartement,35238,Rennes,-1.707495,48.129342,3437.5
2022-595090,2022-07-29,2022,228900.0,105.0,Maison,35061,La Chapelle-Erbrée,-1.087753,48.135288,2180.0
2022-595092,2022-07-28,2022,220000.0,60.0,Appartement,35238,Rennes,-1.646101,48.113094,3666.6666666666665
2022-595095,2022-07-27,2022,282500.0,190.0,Maison,35196,Mordelles,-1.846407,48.075315,1486.842105263158
2022-595096,2022-07-25,2022,175500.0,75.0,Appartement,35238,Rennes,-1.659217,48.09104,2340.0
2022-595100,2022-07-27,2022,163500.0,37.0,Appartement,35238,Rennes,-1.704662,48.113841,4418.918918918919
2022-595101,2022-07-29,2022,512000.0,397.0,Maison,35061,La Chapelle-Erbrée,-1.068071,48.150724,1289.6725440806044
2022-595102,2022-07-22,2022,130000.0,64.0,Maison,35010,Baguer-Pican,-1.709148,48.544667,2031.25
2022-595103,2022-08-05,2022,495000.0,147.0,Maison,35240,Le Rheu,-1.784962,48.103332,3367.3469387755104
2022-595105,2022-07-19,2022,420000.0,104.0,Maison,35238,Rennes,-1.655099,48.12612,4038.4615384615386
2022-595106,2022-07-19,2022,210000.0,78.0,Maison,35288,Saint-Malo,-1.994,48.632295,2692.3076923076924
2022-595109,2022-07-25,2022,260000.0,67.0,Appartement,35238,Rennes,-1.639443,48.127258,3880.597014925373
2022-595111,2022-08-02,2022,171000.0,65.0,Appartement,35240,Le Rheu,-1.786609,48.104684,2630.769230769231
2022-595112,2022-07-29,2022,150000.0,45.0,Maison,35360,Vitré,-1.202972,48.089906,3333.3333333333335
2022-595115,2022-07-27,2022,218000.0,96.0,Appartement,35238,Rennes,-1.663291,48.084176,2270.8333333333335
2022-595117,2022-07-27,2022,264000.0,65.0,Appartement,35238,Rennes,-1.65709,48.098841,4061.5384615384614
2022-595118,2022-08-16,2022,510000.0,118.0,Maison,35238,Rennes,-1.634162,48.089923,4322.033898305085
2022-595120,2022-08-10,2022,175000.0,116.0,Maison,35326,Sens-de-Bretagne,-1.532204,48.332319,1508.6206896551723
2022-595121,2022-08-05,2022,328500.0,69.0,Maison,35173,Melesse,-1.695845,48.221039,4760.869565217391
2022-595122,2022-07-19,2022,289500.0,98.0,Maison,35080,Cintré,-1.877753,48.102977,2954.081632653061
2022-595123,2022-08-04,2022,150000.0,72.0,Maison,35205,Noyal-sous-Bazouges,-1.621497,48.440119,2083.3333333333335
2022-595125,2022-08-05,2022,211600.0,75.0,Appartement,35066,Chartres-de-Bretagne,-1.712099,48.041603,2821.3333333333335
2022-595126,2022-07-26,2022,133000.0,43.0,Appartement,35238,Rennes,-1.705369,48.12164,3093.0232558139537
2022-595127,2022-07-22,2022,235000.0,76.0,Appartement,35238,Rennes,-1.666925,48.133796,3092.1052631578946
2022-595128,2022-08-05,2022,287000.0,120.0,Maison,35184,Montauban-de-Bretagne,-2.037534,48.195235,2391.6666666666665
2022-595129,2022-07-21,2022,418180.0,122.0,Maison,35210,Pacé,-1.779565,48.145383,3427.7049180327867
2022-595130,2022-08-05,2022,365000.0,139.0,Maison,35275,Saint-Gilles,-1.814421,48.155581,2625.8992805755397
2022-595131,2022-08-05,2022,328000.0,101.0,Maison,35066,Chartres-de-Bretagne,-1.712244,48.031026,3247.5247524752476
2022-595135,2022-08-06,2022,269500.0,139.0,Maison,35150,Lécousse,-1.22123,48.360539,1938.8489208633093
2022-595136,2022-07-29,2022,341800.0,87.0,Maison,35189,Montgermont,-1.725498,48.155362,3928.735632183908
2022-595137,2022-07-26,2022,282000.0,116.0,Appartement,35360,Vitré,-1.211282,48.123808,2431.0344827586205
2022-595138,2022-07-26,2022,80000.0,37.0,Appartement,35238,Rennes,-1.684305,48.100501,2162.162162162162
2022-595140,2022-08-05,2022,295000.0,180.0,Maison,35304,Saint-Ouen-des-Alleux,-1.424014,48.329518,1638.888888888889
2022-595142,2022-08-12,2022,280000.0,80.0,Appartement,35238,Rennes,-1.706834,48.131423,3500.0
2022-595143,2022-08-04,2022,338600.0,103.0,Maison,35173,Melesse,-1.688107,48.215234,3287.378640776699
2022-595144,2022-07-29,2022,381100.0,154.0,Maison,35253,Saint-Aubin-du-Cormier,-1.439368,48.248014,2474.6753246753246
2022-595145,2022-07-29,2022,280000.0,98.0,Maison,35288,Saint-Malo,-1.995872,48.63224,2857.1428571428573
2022-595146,2022-07-26,2022,415000.0,82.0,Maison,35278,Saint-Grégoire,-1.685036,48.147561,5060.975609756098
2022-595147,2022-08-01,2022,327285.0,85.0,Maison,35288,Saint-Malo,-1.989683,48.646571,3850.4117647058824
2022-595148,2022-07-28,2022,175000.0,42.0,Appartement,35238,Rennes,-1.686428,48.091953,4166.666666666667
2022-595150,2022-07-26,2022,135000.0,48.0,Appartement,35238,Rennes,-1.705369,48.12164,2812.5
2022-595152,2022-07-28,2022,170000.0,69.0,Appartement,35360,Vitré,-1.207218,48.125067,2463.768115942029
2022-595153,2022-07-21,2022,255000.0,64.0,Appartement,35238,Rennes,-1.705593,48.13122,3984.375
2022-595154,2022-07-15,2022,335000.0,140.0,Maison,35223,Plélan-le-Grand,-2.110779,47.997009,2392.8571428571427
2022-595155,2022-07-29,2022,308900.0,127.0,Maison,35326,Sens-de-Bretagne,-1.530466,48.328792,2432.283464566929
2022-595156,2022-08-04,2022,182500.0,69.0,Appartement,35288,Saint-Malo,-1.997099,48.630851,2644.927536231884
2022-595157,2022-07-20,2022,260000.0,72.0,Appartement,35238,Rennes,-1.638062,48.125595,3611.1111111111113
2022-595158,2022-08-04,2022,270000.0,134.0,Maison,35133,Iffendic,-1.977655,48.138504,2014.9253731343283
2022-595160,2022-08-09,2022,193000.0,81.0,Maison,35125,La Guerche-de-Bretagne,-1.215609,47.942644,2382.716049382716
2022-595161,2022-07-26,2022,135000.0,43.0,Appartement,35238,Rennes,-1.705369,48.12164,3139.5348837209303
2022-595162,2022-07-21,2022,140000.0,44.0,Appartement,35059,La Chapelle-des-Fougeretz,-1.736822,48.172302,3181.818181818182
2022-595164,2022-08-11,2022,190000.0,96.0,Maison,35261,Saint-Christophe-de-Valains,-1.453658,48.336428,1979.1666666666667
2022-595165,2022-07-21,2022,550000.0,140.0,Maison,35210,Pacé,-1.787452,48.148068,3928.5714285714284
2022-595166,2022-07-18,2022,3600.0,59.0,Appartement,35238,Rennes,-1.705472,48.10976,61.016949152542374
2022-595167,2022-08-01,2022,335000.0,116.0,Maison,35253,Saint-Aubin-du-Cormier,-1.39643,48.252874,2887.9310344827586
2022-595169,2022-07-18,2022,425000.0,141.0,Maison,35177,La Mézière,-1.757321,48.221952,3014.1843971631206
2022-595170,2022-07-18,2022,88000.0,162.0,Maison,35326,Sens-de-Bretagne,-1.531373,48.360912,543.2098765432099
2022-595171,2022-07-18,2022,650000.0,118.0,Maison,35238,Rennes,-1.685398,48.090253,5508.474576271186
2022-595172,2022-07-18,2022,191200.0,60.0,Appartement,35238,Rennes,-1.662134,48.094466,3186.6666666666665
2022-595174,2022-08-04,2022,230000.0,102.0,Maison,35253,Saint-Aubin-du-Cormier,-1.403964,48.261874,2254.901960784314
2022-595175,2022-07-18,2022,320000.0,215.0,Maison,35069,Châteaugiron,-1.469569,48.034709,1488.3720930232557
2022-595177,2022-08-02,2022,302000.0,80.0,Appartement,35024,Betton,-1.630592,48.185738,3775.0
2022-595178,2022-07-22,2022,280000.0,83.0,Maison,35176,Guipry-Messac,-1.873166,47.851192,3373.4939759036147
2022-595179,2022-07-20,2022,455000.0,100.0,Maison,35024,Betton,-1.62092,48.183254,4550.0
2022-595180,2022-07-25,2022,225000.0,78.0,Maison,35176,Guipry-Messac,-1.846745,47.829855,2884.6153846153848
2022-595181,2022-07-29,2022,190000.0,104.0,Maison,35139,Laillé,-1.710278,47.979053,1826.923076923077
2022-595182,2022-07-22,2022,253307.0,81.0,Maison,35216,Parthenay-de-Bretagne,-1.835364,48.192423,3127.246913580247
2022-595183,2022-07-18,2022,434218.5,150.0,Maison,35208,Orgères,-1.673495,47.997129,2894.79
2022-595184,2022-07-29,2022,220000.0,94.0,Maison,35001,Acigné,-1.555241,48.148042,2340.425531914894
2022-595187,2022-07-18,2022,207600.69,61.0,Appartement,35238,Rennes,-1.656065,48.116234,3403.29
2022-595189,2022-07-28,2022,295000.0,116.0,Maison,35334,Thorigné-Fouillard,-1.575478,48.164743,2543.103448275862
2022-595190,2022-08-17,2022,210000.0,63.0,Appartement,35278,Saint-Grégoire,-1.655625,48.148828,3333.3333333333335
2022-595191,2022-08-16,2022,228000.0,64.0,Appartement,35238,Rennes,-1.659611,48.097462,3562.5
2022-595192,2022-07-21,2022,55000.0,82.0,Maison,35176,Guipry-Messac,-1.832354,47.791767,670.7317073170732
2022-595193,2022-07-21,2022,305000.0,105.0,Maison,35315,Saint-Sulpice-la-Forêt,-1.58722,48.213554,2904.7619047619046
2022-595194,2022-08-10,2022,140000.0,92.0,Maison,35181,Le Minihic-sur-Rance,-2.011848,48.582324,1521.7391304347825
2022-595195,2022-07-28,2022,425000.0,138.0,Maison,35047,Bruz,-1.728251,48.026639,3079.710144927536
2022-595196,2022-07-21,2022,309750.0,98.0,Maison,35210,Pacé,-1.759603,48.15638,3160.714285714286
2022-595197,2022-07-21,2022,125000.0,33.0,Appartement,35066,Chartres-de-Bretagne,-1.706874,48.033571,3787.878787878788
2022-595198,2022-07-21,2022,478300.0,107.0,Maison,35067,Chasné-sur-Illet,-1.589922,48.225631,4470.093457943925
2022-595199,2022-07-28,2022,223000.0,65.0,Appartement,35278,Saint-Grégoire,-1.655625,48.148828,3430.769230769231
2022-595202,2022-07-28,2022,255300.0,136.0,Maison,35312,Saint-Senoux,-1.763837,47.923169,1877.2058823529412
2022-595203,2022-07-29,2022,635000.0,148.0,Maison,35024,Betton,-1.648231,48.17962,4290.540540540541
2022-595204,2022-07-18,2022,259900.0,78.0,Maison,35281,Saint-Jacques-de-la-Lande,-1.716682,48.079293,3332.051282051282
2022-595207,2022-07-25,2022,172000.0,56.0,Appartement,35238,Rennes,-1.68232,48.092937,3071.4285714285716
2022-595208,2022-07-27,2022,242000.0,80.0,Appartement,35207,Noyal-sur-Vilaine,-1.519514,48.115583,3025.0
2022-595212,2022-07-29,2022,185000.0,65.0,Appartement,35207,Noyal-sur-Vilaine,-1.518121,48.116494,2846.153846153846
2022-595213,2022-08-02,2022,248000.0,80.0,Appartement,35207,Noyal-sur-Vilaine,-1.519514,48.115583,3100.0
2022-595215,2022-07-21,2022,120000.0,31.0,Appartement,35238,Rennes,-1.705369,48.12164,3870.967741935484
2022-595219,2022-07-15,2022,70000.0,60.0,Maison,35176,Guipry-Messac,-1.842746,47.84494,1166.6666666666667
2022-595220,2022-08-05,2022,347400.0,58.0,Appartement,35238,Rennes,-1.680928,48.112001,5989.6551724137935
2022-595221,2022-08-16,2022,352000.0,320.0,Maison,35133,Iffendic,-1.99134,48.126128,1100.0
2022-595222,2022-07-25,2022,605000.0,155.0,Maison,35173,Melesse,-1.71817,48.196518,3903.2258064516127
2022-595223,2022-07-28,2022,256000.0,84.0,Maison,35193,Montreuil-le-Gast,-1.734568,48.245944,3047.6190476190477
2022-595225,2022-08-03,2022,371045.0,102.0,Maison,35093,Dinard,-2.071147,48.628498,3637.6960784313724
2022-595226,2022-07-20,2022,320000.0,74.0,Appartement,35238,Rennes,-1.688202,48.113241,4324.324324324324
2022-595227,2022-07-28,2022,434000.0,100.0,Maison,35051,Cesson-Sévigné,-1.611099,48.125596,4340.0
2022-595229,2022-07-20,2022,197000.0,67.0,Appartement,35238,Rennes,-1.684407,48.088264,2940.2985074626868
2022-595233,2022-07-28,2022,310455.0,84.0,Appartement,35238,Rennes,-1.647108,48.105185,3695.8928571428573
2022-595234,2022-08-05,2022,935000.0,230.0,Maison,35288,Saint-Malo,-1.999108,48.612269,4065.217391304348
2022-595236,2022-07-19,2022,120500.0,78.0,Maison,35104,Epiniac,-1.696469,48.509373,1544.871794871795
2022-595237,2022-08-01,2022,270000.0,133.0,Appartement,35360,Vitré,-1.210284,48.124474,2030.0751879699249
2022-595240,2022-08-02,2022,343000.0,175.0,Maison,35229,Pocé-les-Bois,-1.258745,48.119364,1960.0
2022-595241,2022-03-18,2022,60000.0,33.0,Maison,35191,Les Portes du Coglais,-1.375943,48.441663,1818.1818181818182
2022-595242,2022-07-12,2022,110000.0,60.0,Maison,35292,Saint-Marc-le-Blanc,-1.427703,48.356749,1833.3333333333333
2022-595243,2022-08-01,2022,197200.0,100.0,Maison,35038,Bréal-sous-Vitré,-1.067383,48.104095,1972.0
2022-595245,2022-07-21,2022,142000.0,69.0,Appartement,35238,Rennes,-1.682932,48.089186,2057.9710144927535
2022-595248,2022-08-04,2022,193975.0,83.0,Maison,35246,Roz-Landrieux,-1.810404,48.544248,2337.0481927710844
2022-595250,2022-07-28,2022,90000.0,39.0,Appartement,35188,Montfort-sur-Meu,-1.957142,48.140525,2307.6923076923076
2022-595251,2022-07-29,2022,360000.0,93.0,Maison,35238,Rennes,-1.651042,48.115192,3870.967741935484
2022-595252,2022-08-05,2022,680000.0,123.0,Maison,35288,Saint-Malo,-2.001786,48.619862,5528.455284552845
2022-595253,2022-07-29,2022,108000.0,59.0,Appartement,35238,Rennes,-1.66323,48.097668,1830.5084745762713
2022-595255,2022-08-16,2022,373000.0,112.0,Maison,35281,Saint-Jacques-de-la-Lande,-1.720222,48.063078,3330.3571428571427
2022-595258,2022-07-29,2022,351000.0,116.0,Maison,35363,Pont-Péan,-1.709783,48.016533,3025.862068965517
2022-595259,2022-08-03,2022,570000.0,283.0,Appartement,35238,Rennes,-1.679906,48.110361,2014.1342756183747
2022-595264,2022-08-17,2022,230000.0,61.0,Appartement,35238,Rennes,-1.698894,48.132543,3770.4918032786886
2022-595266,2022-08-17,2022,526800.0,130.0,Maison,35024,Betton,-1.65907,48.176869,4052.3076923076924
2022-595268,2022-07-21,2022,360000.0,94.0,Maison,35308,Mesnil-Roc'h,-1.876336,48.489129,3829.7872340425533
2022-595269,2022-08-04,2022,110000.0,20.0,Appartement,35288,Saint-Malo,-2.024362,48.64931,5500.0
2022-595271,2022-07-26,2022,327200.0,68.0,Maison,35172,Meillac,-1.803661,48.438976,4811.764705882353
2022-595273,2022-08-18,2022,278000.0,138.0,Maison,35119,Gennes-sur-Seiche,-1.159492,47.98598,2014.4927536231885
2022-595274,2022-08-09,2022,25000.0,52.0,Maison,35200,Moutiers,-1.218191,47.965907,480.7692307692308
2022-595275,2022-08-12,2022,111000.0,100.0,Maison,35119,Gennes-sur-Seiche,-1.131115,47.995219,1110.0
2022-595280,2022-08-18,2022,49415.5,133.0,Maison,35200,Moutiers,-1.222903,47.972676,371.5451127819549
2022-595281,2022-08-17,2022,404100.0,210.0,Maison,35195,Montreuil-sur-Ille,-1.682607,48.303732,1924.2857142857142
2022-595284,2022-07-29,2022,331200.0,217.0,Maison,35184,Montauban-de-Bretagne,-2.036777,48.216813,1526.2672811059908
2022-595285,2022-07-28,2022,295500.0,81.0,Appartement,35238,Rennes,-1.674728,48.132032,3648.1481481481483
2022-595286,2022-08-12,2022,192500.0,126.0,Maison,35005,Arbrissel,-1.309049,47.927535,1527.7777777777778
2022-595287,2022-07-28,2022,130000.0,44.0,Appartement,35210,Pacé,-1.770443,48.145142,2954.5454545454545
2022-595289,2022-08-12,2022,144000.0,79.0,Maison,35236,Redon,-2.050013,47.673817,1822.7848101265822
2022-595290,2022-07-29,2022,336500.0,137.0,Maison,35252,Saint-Aubin-des-Landes,-1.273541,48.089486,2456.204379562044
2022-595291,2022-08-12,2022,140000.0,95.0,Maison,35082,Coësmes,-1.380767,47.880101,1473.6842105263158
2022-595293,2022-07-29,2022,228000.0,55.0,Maison,35001,Acigné,-1.542146,48.134976,4145.454545454545
2022-595294,2022-08-11,2022,200000.0,109.0,Maison,35358,La Ville-ès-Nonais,-1.952698,48.548126,1834.8623853211009
2022-595296,2022-08-10,2022,340000.0,78.0,Appartement,35284,Saint-Jouan-des-Guérets,-1.973982,48.598975,4358.974358974359
2022-595298,2022-08-12,2022,259000.0,122.0,Maison,35187,Monterfil,-1.97064,48.070453,2122.9508196721313
2022-595299,2022-08-11,2022,300000.0,94.0,Maison,35331,Talensac,-1.961286,48.098539,3191.4893617021276
2022-595300,2022-07-29,2022,145000.0,221.0,Maison,35360,Vitré,-1.213688,48.124466,656.1085972850678
2022-595301,2022-08-11,2022,240000.0,106.0,Maison,35133,Iffendic,-2.043346,48.131003,2264.1509433962265
2022-595302,2022-08-05,2022,545000.0,95.0,Appartement,35093,Dinard,-2.056017,48.630787,5736.8421052631575
2022-595306,2022-08-09,2022,305500.0,93.0,Maison,35240,Le Rheu,-1.802568,48.09849,3284.94623655914
2022-595307,2022-07-25,2022,290000.0,91.0,Maison,35360,Vitré,-1.197709,48.121357,3186.813186813187
2022-595308,2022-07-25,2022,390000.0,132.0,Maison,35251,Saint-Aubin-d'Aubigné,-1.601255,48.26139,2954.5454545454545
2022-595309,2022-08-11,2022,110000.0,102.0,Maison,35326,Sens-de-Bretagne,-1.535545,48.332335,1078.4313725490197
2022-595310,2022-07-25,2022,190000.0,75.0,Appartement,35238,Rennes,-1.661925,48.129189,2533.3333333333335
2022-595312,2022-08-16,2022,172000.0,60.0,Maison,35133,Iffendic,-2.026185,48.131143,2866.6666666666665
2022-595314,2022-07-26,2022,300288.0,132.0,Maison,35079,Chevaigné,-1.62779,48.214245,2274.909090909091
2022-595315,2022-08-12,2022,372200.0,160.0,Maison,35095,Dol-de-Bretagne,-1.738843,48.553815,2326.25
2022-595317,2022-07-25,2022,148000.0,120.0,Maison,35247,Roz-sur-Couesnon,-1.610339,48.595398,1233.3333333333333
2022-595318,2022-07-26,2022,155000.0,50.0,Appartement,35288,Saint-Malo,-1.979294,48.676358,3100.0
2022-595320,2022-07-29,2022,240000.0,75.0,Maison,35211,Paimpont,-2.253794,48.00208,3200.0
2022-595322,2022-07-29,2022,421550.0,144.0,Maison,35090,Crevin,-1.663957,47.939845,2927.4305555555557
2022-595323,2022-07-27,2022,285000.0,132.0,Maison,35223,Plélan-le-Grand,-2.101597,47.966182,2159.090909090909
2022-595324,2022-07-25,2022,440300.0,186.0,Maison,35265,Saint-Domineuc,-1.884676,48.365036,2367.2043010752686
2022-595325,2022-07-25,2022,156000.0,40.0,Appartement,35238,Rennes,-1.648391,48.09319,3900.0
2022-595326,2022-08-02,2022,725000.0,149.0,Appartement,35238,Rennes,-1.671066,48.116552,4865.771812080537
2022-595327,2022-07-29,2022,160000.0,145.0,Maison,35136,Janzé,-1.503099,47.962043,1103.448275862069
2022-595328,2022-06-29,2022,190000.0,117.0,Maison,35360,Vitré,,,1623.931623931624
2022-595329,2022-07-25,2022,330000.0,200.0,Maison,35306,Saint-Père-Marc-en-Poulet,-1.94225,48.57804,1650.0
2022-595330,2022-08-16,2022,80000.0,84.0,Maison,35233,Québriac,-1.818838,48.35993,952.3809523809524
2022-595332,2022-07-27,2022,225500.0,86.0,Maison,35021,Beaucé,-1.157429,48.3464,2622.093023255814
2022-595334,2022-08-05,2022,360000.0,146.0,Maison,35085,Combourg,-1.78354,48.464718,2465.753424657534
2022-595336,2022-08-18,2022,120000.0,27.0,Maison,35124,Grand-Fougeray,-1.759905,47.714517,4444.444444444444
2022-595337,2022-07-20,2022,200000.0,64.0,Appartement,35196,Mordelles,-1.832841,48.072604,3125.0
2022-595338,2022-08-01,2022,950000.0,191.0,Maison,35093,Dinard,-2.053998,48.616026,4973.821989528796
2022-595343,2022-08-18,2022,276797.0,81.0,Appartement,35238,Rennes,-1.706834,48.131423,3417.246913580247
2022-595344,2022-07-28,2022,329000.0,66.0,Appartement,35238,Rennes,-1.66146,48.107667,4984.848484848485
2022-595346,2022-07-29,2022,16000.0,50.0,Appartement,35288,Saint-Malo,-1.985726,48.658158,320.0
2022-595349,2022-08-17,2022,422000.0,148.0,Maison,35123,Goven,-1.867078,47.998723,2851.3513513513512
2022-595351,2022-08-18,2022,230000.0,72.0,Appartement,35238,Rennes,-1.665042,48.117394,3194.4444444444443
2022-595353,2022-07-21,2022,192000.0,94.0,Maison,35065,La Chapelle-Thouarault,-1.865535,48.122109,2042.5531914893618
2022-595354,2022-07-19,2022,470100.0,89.0,Maison,35288,Saint-Malo,-1.96873,48.66402,5282.0224719101125
2022-595355,2022-07-22,2022,580205.0,221.0,Maison,35226,Pleugueneuc,-1.898309,48.393502,2625.3619909502263
2022-595356,2022-07-21,2022,82000.0,75.0,Maison,35211,Paimpont,-2.187015,48.043085,1093.3333333333333
2022-595359,2022-07-25,2022,160000.0,35.0,Appartement,35238,Rennes,-1.661098,48.10934,4571.428571428572
2022-595362,2022-08-05,2022,130000.0,133.0,Maison,35300,Saint-M'Hervé,-1.116937,48.17862,977.4436090225564
2022-595363,2022-07-27,2022,175000.0,86.0,Maison,35204,Nouvoitou,-1.542764,48.039433,2034.8837209302326
2022-595364,2022-07-25,2022,510000.0,164.0,Maison,35037,Bréal-sous-Montfort,-1.854537,48.045823,3109.756097560976
2022-595365,2022-07-27,2022,283785.0,213.0,Maison,35161,Louvigné-de-Bais,-1.330501,48.048034,1332.3239436619717
2022-595366,2022-08-16,2022,350000.0,82.0,Maison,35279,Saint-Guinoux,-1.88579,48.577464,4268.292682926829
2022-595368,2022-08-19,2022,147900.0,49.0,Appartement,35238,Rennes,-1.655925,48.090633,3018.3673469387754
2022-595369,2022-07-19,2022,502000.0,174.0,Maison,35099,Domloup,-1.518995,48.056523,2885.057471264368
2022-595372,2022-07-28,2022,332000.0,109.0,Appartement,35238,Rennes,-1.696989,48.083768,3045.8715596330276
2022-595375,2022-08-08,2022,683609.0,163.0,Maison,35241,La Richardais,-2.036328,48.609321,4193.920245398773
2022-595376,2022-08-05,2022,138000.0,60.0,Appartement,35360,Vitré,-1.204758,48.118844,2300.0
2022-595378,2022-07-22,2022,246150.0,107.0,Maison,35220,Piré-Chancé,-1.432439,48.011449,2300.467289719626
2022-595379,2022-07-19,2022,212500.0,77.0,Appartement,35238,Rennes,-1.707144,48.121532,2759.7402597402597
2022-595380,2022-08-11,2022,235000.0,100.0,Maison,35088,Corps-Nuds,-1.585627,47.974747,2350.0
2022-595381,2022-08-16,2022,163350.0,67.0,Maison,35287,Saint-Lunaire,-2.111349,48.628084,2438.0597014925374
2022-595383,2022-08-08,2022,580000.0,341.0,Maison,35032,Bourgbarré,-1.62398,47.990416,1700.8797653958945
2022-595384,2022-08-12,2022,675000.0,146.0,Maison,35181,Le Minihic-sur-Rance,-2.007784,48.581832,4623.287671232877
2022-595385,2022-08-10,2022,130000.0,90.0,Maison,35012,Bain-de-Bretagne,-1.716883,47.829968,1444.4444444444443
2022-595386,2022-08-09,2022,500000.0,297.0,Appartement,35360,Vitré,-1.215981,48.123198,1683.5016835016836
2022-595388,2022-07-29,2022,250000.0,97.0,Maison,35136,Janzé,-1.503329,47.962085,2577.319587628866
2022-595390,2022-08-16,2022,580470.0,161.0,Maison,35288,Saint-Malo,-1.994342,48.648894,3605.4037267080744
2022-595392,2022-08-08,2022,142000.0,110.0,Maison,35072,Châtillon-en-Vendelais,-1.177685,48.224886,1290.909090909091
2022-595393,2022-08-09,2022,284000.0,66.0,Maison,35096,Domagné,-1.398965,48.071116,4303.030303030303
2022-595394,2022-07-19,2022,450000.0,105.0,Appartement,35238,Rennes,-1.668688,48.106384,4285.714285714285
2022-595395,2022-06-30,2022,138000.0,62.0,Appartement,35238,Rennes,-1.659649,48.085031,2225.8064516129034
2022-595399,2022-08-11,2022,257000.0,143.0,Maison,35041,Brie,-1.538495,47.95192,1797.2027972027972
2022-595404,2022-07-29,2022,120000.0,35.0,Maison,35030,La Bosse-de-Bretagne,-1.599935,47.870506,3428.5714285714284
2022-595406,2022-08-05,2022,377300.0,109.0,Maison,35360,Vitré,-1.205119,48.125115,3461.467889908257
2022-595407,2022-08-10,2022,256000.0,140.0,Maison,35200,Moutiers,-1.250419,47.960271,1828.5714285714287
2022-595412,2022-08-03,2022,110000.0,50.0,Appartement,35238,Rennes,-1.686803,48.113358,2200.0
2022-595413,2022-08-05,2022,172000.0,67.0,Appartement,35006,Argentré-du-Plessis,-1.153608,48.056278,2567.1641791044776
2022-595414,2022-08-05,2022,263700.0,145.0,Maison,35061,La Chapelle-Erbrée,-1.100246,48.138781,1818.6206896551723
2022-595415,2022-08-02,2022,130000.0,95.0,Maison,35109,Étrelles,-1.227996,48.090115,1368.421052631579
2022-595416,2022-08-04,2022,145000.0,48.0,Appartement,35068,Châteaubourg,-1.379758,48.109594,3020.8333333333335
2022-595418,2022-08-09,2022,375000.0,132.0,Maison,35360,Vitré,-1.217483,48.123206,2840.909090909091
2022-595419,2022-07-22,2022,228000.0,75.0,Appartement,35238,Rennes,-1.698744,48.114357,3040.0
2022-595420,2022-07-23,2022,179000.0,120.0,Maison,35211,Paimpont,-2.132631,48.030439,1491.6666666666667
2022-595421,2022-07-22,2022,210000.0,49.0,Appartement,35238,Rennes,-1.68052,48.111975,4285.714285714285
2022-595422,2022-07-22,2022,180000.0,69.0,Maison,35226,Pleugueneuc,-1.875741,48.400496,2608.695652173913
2022-595425,2022-08-09,2022,280000.0,168.0,Maison,35230,Poilley,-1.274967,48.465735,1666.6666666666667
2022-595428,2022-08-17,2022,130100.0,88.0,Maison,35162,Louvigné-du-Désert,-1.128677,48.485588,1478.409090909091
2022-595429,2022-08-03,2022,160000.0,53.0,Appartement,35210,Pacé,-1.773271,48.148632,3018.867924528302
2022-595431,2022-07-25,2022,270000.0,130.0,Maison,35296,Saint-Médard-sur-Ille,-1.656229,48.271597,2076.923076923077
2022-595433,2022-08-11,2022,58000.0,68.0,Maison,35230,Poilley,-1.275926,48.466395,852.9411764705883
2022-595434,2022-07-21,2022,331000.0,107.0,Maison,35177,La Mézière,-1.751231,48.220406,3093.457943925234
2022-595435,2022-07-25,2022,440000.0,104.0,Appartement,35238,Rennes,-1.656148,48.13325,4230.7692307692305
2022-595436,2022-07-29,2022,190500.0,78.0,Maison,35179,Miniac-Morvan,-1.897278,48.517234,2442.3076923076924
2022-595438,2022-08-05,2022,240000.0,76.0,Appartement,35024,Betton,-1.651446,48.18465,3157.8947368421054
2022-595439,2022-08-12,2022,36800.0,25.0,Appartement,35115,Fougères,-1.192132,48.348756,1472.0
2022-595440,2022-08-09,2022,380000.0,145.0,Maison,35327,Servon-sur-Vilaine,-1.462074,48.123396,2620.689655172414
2022-595442,2022-08-05,2022,355000.0,93.0,Appartement,35238,Rennes,-1.675753,48.129803,3817.2043010752686
2022-595444,2022-08-10,2022,180000.0,63.0,Appartement,35238,Rennes,-1.654201,48.100428,2857.1428571428573
2022-595446,2022-08-09,2022,130000.0,56.0,Maison,35186,Mont-Dol,-1.771886,48.589715,2321.4285714285716
2022-595447,2022-07-27,2022,424800.0,225.0,Maison,35184,Montauban-de-Bretagne,-2.053711,48.206148,1888.0
2022-595448,2022-07-29,2022,249000.0,96.0,Maison,35331,Talensac,-1.923954,48.110248,2593.75
2022-595449,2022-08-19,2022,497000.0,243.0,Maison,35099,Domloup,-1.532943,48.081041,2045.267489711934
2022-595450,2022-07-21,2022,391650.0,105.0,Appartement,35238,Rennes,-1.673486,48.091311,3730.0
2022-595451,2022-07-29,2022,286600.0,119.0,Maison,35085,Combourg,-1.751232,48.376692,2408.4033613445376
2022-595452,2022-08-18,2022,295000.0,142.0,Maison,35253,Saint-Aubin-du-Cormier,-1.409917,48.254985,2077.4647887323945
